open,close,previous_day_open
358.59,358.35,382.96
382.96,358.42,386.12
386.12,383.16,382.42
382.42,386.48,389.23
389.23,382.85,391.25
391.25,389.55,383.98
383.98,391.44,382.76
382.76,383.76,394.52
394.52,382.56,400.95
400.95,394.77,391.69
391.69,400.87,377.92
377.92,390.41,362.61
362.61,378.55,361.36
361.36,362.3,364.69
364.69,361.56,352.75
352.75,365.03,336.12
336.12,352.94,330.58
330.58,336.19,320.39
320.39,330.08,328.92
328.92,320.51,359.89
359.89,328.87,375.18
375.18,359.51,383.99
383.99,375.07,387.43
387.43,383.62,376.09
376.09,386.94,376.93
376.93,375.47,399.47
399.47,377.18,403.56
403.56,399.52,411.43
411.43,404.43,423.16
423.16,411.57,435.75
435.75,423.2,402.09
402.09,435.79,399.1
399.1,402.15,408.08
408.08,398.82,394.67
394.67,408.9,424.1
424.1,394.8,456.86
456.86,424.44,465.86
465.86,457.33,474.86
474.86,466.06,477.76
477.76,475.37,479.12
479.12,477.89,477.79
477.79,479,479.58
479.58,477.75,479.62
479.62,479.75,475.48
475.48,479.36,474.88
474.88,475.26,481.81
481.81,474.6,485.13
485.13,482.28,483.34
483.34,484.83,489.67
489.67,483.34,477.68
477.68,489.66,476.87
476.87,477.59,474.48
474.48,477.43,477.79
477.79,474.88,502.9
502.9,477.76,508.59
508.59,504.25,508.43
508.43,508.52,510.88
510.88,507.81,512.19
512.19,511.15,502.54
502.54,511.57,508.22
508.22,502.5,498.29
498.29,508.29,513.39
513.39,498.07,517.58
517.58,514.04,510.45
510.45,517.24,485.07
485.07,511.98,461.48
461.48,485.25,491.51
491.51,461.46,519.14
519.14,491.8,497.83
497.83,519.71,511.14
511.14,497.01,546.18
546.18,505.97,570.38
570.38,546.66,576.51
576.51,569.64,591.28
591.28,576.37,589.17
589.17,591.06,592.47
592.47,589.37,588.88
588.88,592.58,584.65
584.65,588.87,585.95
585.95,584.65,589.01
589.01,585.44,586.23
586.23,588.78,588.89
588.89,586.67,594.9
594.9,589.33,586.2
586.2,594.92,567.37
567.37,586.24,584.74
584.74,567.29,585.55
585.55,584.73,594.14
594.14,585.69,595.67
595.67,593.85,601.54
601.54,595.81,601.51
601.51,601.09,619.5
619.5,601.73,621.12
621.12,619.41,622.27
622.27,621.55,623.95
623.95,622.21,628.56
628.56,623.9,629.17
629.17,628.51,622.37
622.37,628.78,616.54
616.54,623.09,622.01
622.01,616.8,620
620,621.59,626.56
626.56,619.32,634.22
634.22,626.5,631.88
631.88,633.71,616.66
616.66,632,624.83
624.83,616.76,625.22
625.22,624.51,622.57
622.57,624.82,635.46
635.46,624.09,631.77
631.77,635.81,629.95
629.95,631.46,644.65
644.65,630.69,650.77
650.77,645.16,641.04
641.04,650.88,641.39
641.39,640.81,602.62
602.62,639.8,596.33
596.33,602.72,599.08
599.08,596.55,581.3
581.3,597.26,566.14
566.14,581.14,581.81
581.81,566.34,593.97
593.97,582.36,602.16
602.16,593.98,595.9
595.9,602.27,593.68
593.68,594.99,597.4
597.4,594.15,608.07
608.07,598.07,609.77
609.77,607.96,591.59
591.59,610.86,592.65
592.65,592.19,575.93
575.93,592.94,600.75
600.75,577.36,585.7
585.7,600.16,633.43
633.43,586.95,653.19
653.19,633.02,650.04
650.04,653.15,655.64
655.64,649.16,654.99
654.99,656.14,653.52
653.52,654.97,659.28
659.28,653.7,641.07
641.07,659.26,666.77
666.77,641.61,660.55
660.55,667.61,629.64
629.64,660.62,623.69
623.69,630.23,615.69
615.69,623.68,568.18
568.18,615.33,576.33
576.33,568.18,571.91
571.91,577.06,582.59
582.59,571.24,571.39
571.39,583.42,525.23
525.23,571.59,521.05
521.05,525.14,525.72
525.72,520.22,492.05
492.05,524.58,485.8
485.8,491.77,446.31
446.31,485.72,446.08
446.08,446.18,448.7
448.7,446.26,448.12
448.12,448.9,447.39
447.39,448.06,444.14
444.14,447.25,440.59
440.59,443.97,441.53
441.53,440.67,438.3
438.3,441.46,453.92
453.92,438.89,450.46
450.46,454.43,440.18
440.18,449.46,438.68
438.68,440.17,429.34
429.34,438.82,433.36
433.36,428.96,434.78
434.78,433.48,438.52
438.52,436.4,449.4
449.4,437.76,457.36
457.36,449.38,447.63
447.63,457.76,446.89
446.89,447.64,439.98
439.98,447.21,430.72
430.72,440.29,457.24
457.24,436.39,461.7
461.7,458.6,500.09
500.09,461.45,490.82
490.82,500.46,488.36
488.36,491.3,495.45
495.45,487.92,497.74
497.74,495.77,501.75
501.75,498.17,479.58
479.58,501.56,495.8
495.8,479.64,529.07
529.07,495.96,522.18
522.18,527.39,458.37
458.37,515.59,414.83
414.83,458.79,421.46
421.46,414.06,420.89
420.89,421.12,363.71
363.71,420.95,442.26
442.26,365.18,453.18
453.18,442.73,447.61
447.61,453.09,461.47
461.47,449.42,463.4
463.4,460.5,446.68
446.68,461.91,445.66
445.66,447.53,436.44
436.44,444.72,479.14
479.14,437.14,457
457,478.38,462.3
462.3,457,492.37
492.37,460.27,501.71
501.71,491.17,477.14
477.14,495.67,580.26
580.26,471.24,583.48
583.48,580.83,585.03
585.03,583.92,562.51
562.51,583.41,565.76
565.76,561.27,571.18
571.18,565.04,588.29
588.29,571.49,609.75
609.75,588.77,613.9
613.9,609.89,621.84
621.84,614.83,630.92
630.92,622.37,636.5
636.5,631.11,629.37
629.37,636.12,638.14
638.14,628.8,633.62
633.62,638.14,631.91
631.91,632.1,627.95
627.95,634.11,636.33
636.33,627.79,616.31
616.31,636.96,629.66
629.66,617.45,664.31
664.31,629.15,664.52
664.52,663.86,666.24
666.24,665.51,668.24
668.24,666.78,562.56
562.56,667.76,567.23
567.23,559.79,549.92
549.92,565.61,579.7
579.7,549.26,581.65
581.65,578.77,537.04
537.04,582.69,540.24
540.24,538.71,606.04
606.04,546.32,606.47
606.47,605.82,574.24
574.24,605.42,556.88
556.88,574.16,623.09
623.09,556.14,625.97
625.97,623.03,627.16
627.16,626.6,614.23
614.23,626.27,651.3
651.3,616.63,660.9
660.9,650.92,601.17
601.17,661.99,651.08
651.08,605.24,672.38
672.38,651.72,683.5
683.5,672.17,681.32
681.32,681.03,671.46
671.46,682.9,699.57
699.57,673.92,783.2
783.2,712.4,815.59
815.59,781.55,829.96
829.96,811.91,823.77
823.77,827.96,824.08
824.08,823.83,832.9
832.9,825.37,828.61
828.61,832.58,818.43
818.43,829.92,826.02
826.02,819.03,809.96
809.96,826,774.02
774.02,812.51,884.6
884.6,771.39,853.68
853.68,885.28,796.24
796.24,853.61,822.43
822.43,797.07,845.46
845.46,822.04,867.21
867.21,845.59,869.65
869.65,863.91,871.39
871.39,870.2,839.66
839.66,870.96,816.07
816.07,840,834.49
834.49,814.64,860.29
860.29,835.63,833.12
833.12,860.9,843.17
843.17,833.27,860.19
860.19,841.2,919.6
919.6,863.22,867.32
867.32,913.95,846.69
846.69,868.48,841.47
841.47,846.86,795.99
795.99,842.72,946.49
946.49,802,936.05
936.05,953.29,858.55
858.55,933.53,823.27
823.27,859.51,802.85
802.85,818.72,773.44
773.44,802.39,754.97
754.97,771.4,760.32
760.32,754.01,741.35
741.35,756.13,728.05
728.05,745.05,737.98
737.98,727.83,763.28
763.28,735.07,683.94
683.94,761.98,666.31
666.31,682.21,672.36
672.36,665.58,613.06
613.06,673.41,601.78
601.78,617.18,619.9
619.9,605.66,694.22
694.22,625.32,519.06
519.06,691.96,678.2
678.2,522.7,706.37
706.37,682.12,880.33
880.33,705.97,875.29
875.29,876.12,899.85
899.85,872.6,874.98
874.98,892.58,882.78
882.78,873.26,989.07
989.07,878.48,892.32
892.32,988.51,793.8
793.8,893.19,697.31
697.31,795.87,835.32
835.32,698.23,1042.38
1042.38,829.45,1152.73
1152.73,1045.11,1077.58
1077.58,1151.17,1046.4
1046.4,1078.28,951.42
951.42,1043.33,1128.92
1128.92,955.85,1129.37
1129.37,1129.43,1042.01
1042.01,1131.97,1003.38
1003.38,1031.95,923.85
923.85,1001.96,805.73
805.73,928.1,773.02
773.02,799.11,795.63
795.63,774.25,771.7
771.7,797.82,724.07
724.07,771.44,594.32
594.32,722.43,577.98
577.98,590.83,712.76
712.76,584.61,496.58
496.58,703.56,440.96
440.96,492.11,417.28
417.28,440.22,419.41
419.41,417.95,406.41
406.41,420.2,360.97
360.97,407.37,343.06
343.06,360.33,325.41
325.41,342.44,348.82
348.82,326.62,338.58
338.58,339.11,297.85
297.85,338.11,261.68
261.68,296.41,244.78
244.78,262.5,229.21
229.21,245.24,214.66
214.66,229.1,205.99
205.99,215.05,205.81
205.81,206.22,203.9
203.9,206.18,199.83
199.83,204,204.39
204.39,199.97,198.55
198.55,204.39,196.21
196.21,198.55,176.6
176.6,196.44,187.45
187.45,177.32,197.69
197.69,186.69,214.3
214.3,198.23,193.36
193.36,213.62,182.65
182.65,193.76,174.8
174.8,182.21,171.66
171.66,174.61,155.91
155.91,172.42,146.37
146.37,155.96,142.41
142.41,146.25,145.65
145.65,142.55,140.77
140.77,145.24,139.27
139.27,140.52,135.19
135.19,138.13,130.9
130.9,135.19,130.75
130.75,130.9,130.67
130.67,130.59,125.85
125.85,130.69,126.74
126.74,126,129.43
129.43,126.94,128.36
128.36,129,128.63
128.63,128.55,123.41
123.41,129.01,114.45
114.45,123.63,132.05
132.05,114.13,132.68
132.68,132.18,137.15
137.15,133,134.9
134.9,137.34,133.77
133.77,134.78,128.94
128.94,133.78,128.21
128.21,128.38,127.38
127.38,128.22,126.05
126.05,127.25,128.98
128.98,125.95,127.87
127.87,129.12,126.95
126.95,127.43,129.7
129.7,127.04,131.37
131.37,129.65,131.71
131.71,131.47,131.59
131.59,131.66,130.86
130.86,131.72,129.4
129.4,130.37,135.01
135.01,129.22,132.83
132.83,134.98,135.55
135.55,133.13,125.89
125.89,135.25,127.27
127.27,125.91,121.86
121.86,127.11,124.13
124.13,121.66,118.89
118.89,124.15,126.49
126.49,119.15,126.76
126.76,126.43,136.53
136.53,126.74,135.61
135.61,136.77,138.63
138.63,135.85,135.14
135.14,138.34,133.09
133.09,135.35,122.35
122.35,133.49,122.62
122.62,122.39,126.48
126.48,122.62,120.07
120.07,126.5,122.11
122.11,120.06,119.6
119.6,122.11,118.51
118.51,120.05,122
122,118.5,123.3
123.3,121.15,121.21
121.21,123.3,119
119,121.2,113.38
113.38,119,112.75
112.75,113.5,108.99
108.99,113.5,110
110,108.99,112.56
112.56,109.99,109.56
109.56,112.56,106.99
106.99,109,105
105,106.64,103
103,105,102.8
102.8,103,103.07
103.07,102.8,106.75
106.75,103,106.75
106.75,106.75,106.72
106.72,106.75,105.12
105.12,106.22,104.95
104.95,105.14,104.5
104.5,104,104.86
104.86,104.5,106.21
106.21,104,107.95
107.95,106.09,101.49
101.49,107.99,98.6
98.6,101.2,94.4
94.4,99.76,96.02
96.02,94.12,96.95
96.95,96.02,94.5
94.5,96.9,95.56
95.56,94.51,91.6
91.6,95.56,92
92,91.61,89.82
89.82,90.76,92
92,89.39,90.07
90.07,92.17,98.5
98.5,90.58,96.71
96.71,98.5,98.89
98.89,97.45,93.61
93.61,98.4,98.7
98.7,94.69,93.99
93.99,98.13,88.98
88.98,93.59,88
88,88.98,76.72
76.72,86.76,76
76,76.69,76.5
76.5,76.52,68.75
68.75,74.56,68.5
68.5,70.28,79.99
79.99,68.43,78.89
78.89,80.53,90.41
90.41,77.53,88.05
88.05,90.13,97.51
97.51,88.05,95
95,96.61,94.66
94.66,94.99,101.74
101.74,94.65,104
104,101.44,103.33
103.33,104,102.09
102.09,103.95,107.9
107.9,102.74,108.2
108.2,107.6,109.5
109.5,108.3,111.29
111.29,109.5,108.25
108.25,110.15,107.05
107.05,108.25,101.95
101.95,107.4,99.9
99.9,101.7,99.8
99.8,99.51,100
100,99.99,103.95
103.95,99.98,108.78
108.78,104,109
109,108.15,106.35
106.35,108.9,100.44
100.44,106.35,107.89
107.89,100,111
111,108.3,118.97
118.97,111.5,121.9
121.9,118,121.4
121.4,121.65,120.74
120.74,121.42,122.5
122.5,122.22,129.3
129.3,122.29,128.81
128.81,129.3,128.8
128.8,129,132.25
132.25,128.8,129
129,132.3,129.77
129.77,129,133.5
133.5,129.75,131.99
131.99,133.48,133.1
133.1,131.98,126.3
126.3,133.2,123.8
123.8,126.7,122.89
122.89,123.89,122.02
122.02,122.88,122.5
122.5,122,123.21
123.21,121.99,123.5
123.5,123.5,118.21
118.21,123.02,114.22
114.22,118.76,111.4
111.4,114.22,117.98
117.98,111.5,114.82
114.82,117.98,115.64
115.64,115,117.7
117.7,115.24,112.8
112.8,117.2,113.2
113.2,112.67,109.6
109.6,113.57,112.25
112.25,111.5,115.98
115.98,112.3,112.9
112.9,115.91,98.1
98.1,112.5,106.25
106.25,97.75,116.38
116.38,105.21,139
139,116.99,144
144,139,134.44
134.44,144.54,135.3
135.3,134.21,
