open,close,previous_day_open
527.48,526.23,473.03
473.03,530.04,453.52
453.52,473.46,449.67
449.67,453.38,446.06
446.06,449.6,444.29
444.29,445.98,439.35
439.35,444.15,443.22
443.22,439.32,442.97
442.97,443.19,437.79
437.79,442.68,454.52
454.52,438.71,453.69
453.69,454.62,454.01
454.01,453.78,457.59
457.59,454.16,455.76
455.76,457.57,455.82
455.82,455.67,454.85
454.85,455.67,452.45
452.45,454.77,450.86
450.86,452.73,460.52
460.52,450.89,458.21
458.21,460.48,458.43
458.43,458.55,459.64
459.64,458.54,447.94
447.94,459.6,446.71
446.71,447.98,450.18
450.18,446.72,444.73
444.73,450.3,451.93
451.93,444.67,448.48
448.48,451.88,455.18
455.18,448.32,449.41
449.41,455.1,445.04
445.04,449.01,466.26
466.26,444.69,461.65
461.65,466.09,459.12
459.12,461.43,450.56
450.56,458.56,445.86
445.86,450.28,449.69
449.69,445.74,441.42
441.42,449.43,435.32
435.32,441.39,428.7
428.7,435.51,427.61
427.61,428.59,430.64
430.64,427.4,429.57
429.57,430.57,424.43
424.43,429.71,423.94
423.94,424.28,425.63
425.63,423.73,422.84
422.84,425.19,421.87
421.87,422.48,419.59
419.59,421.56,420.81
420.81,419.41,422.91
422.91,420.35,423.62
423.62,422.75,424.28
424.28,423.41,421.02
421.02,424.03,421.3
421.3,421.44,421.17
421.17,420.9,418.42
418.42,420.87,416.76
416.76,417.96,415.26
415.26,416.73,416.83
416.83,414.82,424.3
424.3,416.52,426.55
426.55,424.23,418.14
418.14,426.76,417.37
417.37,417.94,416.51
416.51,417.18,418.42
418.42,416.39,418.16
418.16,418.04,413.13
413.13,418.09,413.42
413.42,413.31,410.4
410.4,413.75,409.26
409.26,410.44,420.55
420.55,409.55,417.89
417.89,420.62,416.89
416.89,417.01,416.39
416.39,416.83,414.2
414.2,416.44,411.65
411.65,414.06,421.61
421.61,411.62,417.24
417.24,421.69,414.74
414.74,417.13,413.89
413.89,414.86,414.46
414.46,413.97,407.76
407.76,414.32,400.52
400.52,407.71,410.78
410.78,400.57,421.84
421.84,410.94,423.91
423.91,421.65,435.13
435.13,423.99,437.92
437.92,435.12,433.44
433.44,437.7,432.57
432.57,433.5,432.84
432.84,432.52,424.63
424.63,432.15,425.04
425.04,424.54,420.96
420.96,424.95,438.25
438.25,420.74,438.99
438.99,437.75,437.77
437.77,438.8,421.6
421.6,437.16,422.73
422.73,420.79,416.57
416.57,422.37,407.66
407.66,416.32,401.43
401.43,407.49,407.57
407.57,400.19,392.93
392.93,407.23,384.64
384.64,391.86,379.69
379.69,384.26,382.11
382.11,379.65,376.15
376.15,381.65,373.42
373.42,376.03,376.76
376.76,373.45,376.51
376.51,376.62,386.59
386.59,376.52,388.9
388.9,386.55,370.17
370.17,389.59,374.65
374.65,369.95,372.92
372.92,374.45,369.35
369.35,373.06,378.29
378.29,368.77,378.87
378.87,378.25,380.11
380.11,379.47,395.15
395.15,380.29,392.44
392.44,394.97,392
392,392.15,402.32
402.32,391.73,388.1
388.1,402.97,382.43
382.43,387.49,409.75
409.75,382.49,419.63
419.63,410.26,379.74
379.74,420.23,387.03
387.03,380.15,381.73
381.73,387.17,387.15
387.15,382.3,365.07
365.07,387.54,430.25
430.25,364.33,432.29
432.29,430.31,434.67
434.67,432.37,448.18
448.18,435.69,448.7
448.7,448.43,448.24
448.24,447.99,453.38
453.38,447.61,457.54
457.54,453.23,430.01
430.01,458.05,431.86
431.86,429.11,433.07
433.07,431.96,430.06
430.06,433.09,433.58
433.58,430.01,434.62
434.62,433.44,430.72
430.72,434.33,425.88
425.88,430.57,433.3
433.3,426.62,422.1
422.1,432.98,423.34
423.34,422.28,416.51
416.51,422.82,455.76
455.76,417.27,454.86
454.86,455.65,443.09
443.09,454.99,436.72
436.72,442.4,437.44
437.44,436.57,442.84
442.84,438.64,462.23
462.23,442.69,463.55
463.55,462.32,455.85
455.85,463.62,454.78
454.78,456.08,465.21
465.21,454.93,443.88
443.88,465.32,433.27
433.27,444.18,431.66
431.66,433.75,452.33
452.33,435,415.28
415.28,451.94,417.99
417.99,415.48,414.44
414.44,417.56,395.75
395.75,415.56,389.98
389.98,395.54,389.56
389.56,388.78,363.72
363.72,388.95,361.26
361.26,363.18,359.33
359.33,361.05,361.85
361.85,359.19,377.41
377.41,362.49,371.44
371.44,377.32,357.47
357.47,371.29,357.14
357.14,357.38,351.86
351.86,358.04,328.3
328.3,352.68,320.05
320.05,328.21,323.01
323.01,320.05,324.35
324.35,323.05,326.98
326.98,324.54,322.09
322.09,326.93,326.41
326.41,322.02,334.68
334.68,326.15,334.59
334.59,334.59,330.36
330.36,335.09,319.74
319.74,330.75,333.05
333.05,320.17,336.62
336.62,332.91,338.5
338.5,336.75,314.08
314.08,338.15,339.82
339.82,311.08,379.98
379.98,336.82,374.32
374.32,380.26,384.28
384.28,373.37,374.27
374.27,386.48,388.05
388.05,374.47,408.08
408.08,386.35,403.66
403.66,411.56,361.87
361.87,403.42,325.94
325.94,361.19,315
315,325.43,328.51
328.51,314.17,313.94
313.94,328.01,304.32
304.32,313.86,293.7
293.7,304.62,285.18
285.18,293.79,283.63
283.63,285.3,281.44
281.44,283.68,276.5
276.5,281.65,273.65
273.65,276.5,266.5
266.5,274.02,269.31
269.31,266.27,263.57
263.57,269.46,261.86
261.86,263.44,270.91
270.91,261.64,262.75
262.75,270.64,254.3
254.3,262.87,252.11
252.11,254.32,249.49
249.49,251.99,245.2
245.2,249.51,246.88
246.88,245.31,244.74
244.74,247.05,243.74
243.74,244.94,242.5
242.5,243.93,243.07
243.07,242.3,246.17
246.17,242.97,240.36
240.36,246.06,238.15
238.15,240.38,238.53
238.53,238.26,237.2
237.2,238.73,237.26
237.26,237.29,236
236,237.55,236.64
236.64,236.06,239.02
239.02,236.69,232.84
232.84,239.14,234.14
234.14,232.76,235.08
235.08,234.34,234.36
234.36,235.14,230.36
230.36,234.53,230.94
230.94,230.28,226.97
226.97,230.62,231.22
231.22,227.09,231.4
231.4,231.21,232.86
232.86,231.49,233.52
233.52,232.97,229.08
229.08,229.81,230.25
230.25,229.09,230.49
230.49,230.3,230.61
230.61,230.64,235.24
235.24,230.51,239.85
239.85,235.23,238.33
238.33,240.11,238.34
238.34,238.48,243.41
243.41,238.17,239.85
239.85,243.61,239.93
239.93,239.85,234.87
234.87,239.84,230.2
230.2,235.02,227.22
227.22,230.3,229.32
229.32,227.18,228.03
228.03,229.28,230.26
230.26,228.12,229.11
229.11,230.06,229.9
229.9,228.76,231.55
231.55,229.78,224.7
224.7,231.4,226.05
226.05,224.77,222.08
222.08,225.83,210.07
210.07,221.61,228.11
228.11,210.5,230.38
230.38,228.17,232.66
232.66,230.39,235.35
235.35,232.57,226.9
226.9,235.35,225.67
225.67,226.68,257.93
257.93,211.08,258.49
258.49,257.98,261.87
261.87,258.51,265.53
265.53,261.55,264.13
264.13,265.68,266.18
266.18,264.08,270.6
270.6,266.38,264.34
264.34,270.39,265.48
265.48,264.47,261.12
261.12,265.08,279.74
279.74,261,278.74
278.74,279.58,281.91
281.91,278.58,284.85
284.85,281.88,281.23
281.23,285.22,282.81
282.81,281.23,280.45
280.45,282.61,284.69
284.69,281.6,287.7
287.7,284.65,289.1
289.1,287.72,294.48
294.48,289.59,293.63
293.63,294.43,292.64
292.64,293.62,288.64
288.64,292.69,288.16
288.16,288.7,276
276,288.28,277.34
277.34,276.05,275.66
275.66,277.22,278.88
278.88,275.83,273.5
273.5,278.98,274.77
274.77,273.61,279.33
279.33,274.9,278.09
278.09,279.47,286.04
286.04,278.09,288.05
288.05,285.83,292.03
292.03,287.46,310.83
310.83,292.05,293.14
293.14,310.87,284.88
284.88,293.12,269.16
269.16,284.89,270.83
270.83,269.23,265.98
265.98,270.79,269.96
269.96,266.21,271.11
271.11,269.03,260.81
260.81,271.91,256.49
256.49,260.89,255.46
255.46,256.34,258.55
258.55,255.41,263.35
263.35,258.62,257.04
257.04,263.07,248.72
248.72,257.06,250.96
250.96,249.01,243.55
243.55,250.99,242.6
242.6,243.59,240.37
240.37,242.8,244.28
244.28,240.51,246.93
246.93,244.3,243.97
243.97,246.99,245.1
245.1,243.94,244.53
244.53,245.21,249.04
249.04,244.61,249.43
249.43,249.01,250.82
250.82,249.28,236.76
236.76,250.9,233.42
233.42,236.82,232.44
232.44,233.54,229.92
229.92,232.4,229.71
229.71,229.98,228.85
228.85,229.71,229
229,228.8,228.54
228.54,229.05,222.88
222.88,228.49,225.6
225.6,222.88,225
225,225.62,224.15
224.15,224.95,225.77
225.77,224.32,225.74
225.74,225.87,222.89
222.89,225.8,230.23
230.23,222.93,233.13
233.13,230.19,237.09
237.09,233.34,237.38
237.38,237.1,237.26
237.26,237.41,237.06
237.06,237.28,237.1
237.1,237.12,240.93
240.93,237.11,238.98
238.98,240.95,240.29
240.29,238.87,235.32
235.32,240.35,234.02
234.02,235.34,231.89
231.89,234.02,233.04
233.04,231.95,236.89
236.89,233.13,236.01
236.01,236.8,237.64
237.64,236.15,236.96
236.96,237.6,236.21
236.21,236.93,241.4
241.4,236.38,242.15
242.15,241.11,240.3
240.3,242.16,241.73
241.73,240.3,243.77
243.77,241.83,237.2
237.2,243.86,229.66
229.66,237.33,236.25
236.25,229.78,238.85
238.85,236.12,240.36
240.36,239.02,234.88
234.88,240.36,232.34
232.34,234.93,235.94
235.94,232.08,225.69
225.69,236.15,225.59
225.59,225.81,228.97
228.97,225.85,219.43
219.43,229.29,226.41
226.41,219.43,231.24
231.24,226.39,235.97
235.97,231.27,234.05
234.05,236.46,235.6
235.6,234.18,224.62
224.62,235.27,222.61
222.61,224.63,223.46
223.46,222.6,222.85
222.85,223.36,228.57
228.57,222.88,223.92
223.92,228.57,219.07
219.07,223.83,224.76
224.76,219.16,235.95
235.95,224.59,236.53
236.53,236.15,236.02
236.02,236.55,243.69
243.69,236.07,244.75
244.75,243.68,253.06
253.06,245.02,255.27
255.27,253.18,260.72
260.72,255.49,253.76
253.76,260.6,254.29
254.29,253.7,253.07
253.07,254.32,247.09
247.09,253,244.22
244.22,247.27,247.45
247.45,244.22,242.88
242.88,247.53,252.74
252.74,242.71,246.97
246.97,252.8,248.57
248.57,247.03,246.28
246.28,248.53,247.47
247.47,246.2,266.58
266.58,245.59,267.89
267.89,266.74,259.92
259.92,267.96,261.64
261.64,260.02,260.96
260.96,261.75,255.88
255.88,260.93,285.07
285.07,256.3,290.6
290.6,285.5,285.69
285.69,290.59,281.43
281.43,286.39,284.44
284.44,281.88,294.12
294.12,285.34,296.13
296.13,294.35,291.52
291.52,296.38,289.86
289.86,291.76,274.81
274.81,289.61,276.43
276.43,274.35,272.29
272.29,276.26,275.6
275.6,272.72,272.74
272.74,276.18,281.99
281.99,273.09,275.05
275.05,281.7,260.36
260.36,275.67,254.28
254.28,260.2,253.52
253.52,254.26,236.44
236.44,253.83,237.34
237.34,236.43,238.89
238.89,237.47,239
239,238.74,236
236,238.89,244.54
244.54,235.98,243.75
243.75,244.53,240.25
240.25,243.78,236.41
236.41,240.28,243.78
243.78,236.33,233.42
233.42,243.61,234.82
234.82,233.84,257.51
257.51,234.82,235.53
235.53,257.32,221.97
221.97,235.43,219.21
219.21,221.76,219.73
219.73,219.19,220.28
220.28,219.84,223.39
223.39,220.11,227.69
227.69,223.41,222.63
222.63,227.75,216.92
216.92,222.27,227.66
227.66,217.11,227.51
227.51,226.85,237.45
237.45,227.27,226.49
226.49,238.23,216.87
216.87,226.97,226.44
226.44,217.46,232.77
232.77,226.43,233.35
233.35,233.51,263.35
263.35,233.91,273.17
273.17,263.48,254.08
254.08,273.47,247.35
247.35,253.72,232.7
232.7,247.85,233.52
233.52,232.88,227.32
227.32,233.41,211.38
211.38,226.9,212.91
212.91,211.31,211.47
211.47,214.86,200.05
200.05,210.34,207.83
207.83,199.26,209.07
209.07,208.1,176.9
176.9,209.84,223.89
223.89,178.1,267.39
267.39,225.86,266.15
266.15,267.8,274.61
274.61,265.66,287.3
287.3,274.8,282.38
282.38,290.41,294.13
294.13,283.35,286.08
286.08,294.34,274.61
274.61,286.19,265.08
265.08,274.47,281.15
281.15,264.19,314.85
314.85,281.08,314.08
314.08,315.03,320.44
320.44,314.25,310.91
310.91,320.19,312.72
312.72,310.74,317.7
317.7,312.67,316.16
316.16,317.24,327.58
327.58,315.86,319.15
319.15,327.92,322.29
322.29,319.01,334.38
334.38,322.53,332.02
332.02,334.57,321.07
321.07,331.89,329.54
329.54,320.84,317.62
317.62,329.96,311.18
311.18,317.84,319.79
319.79,311.4,326.86
326.86,319.78,345.67
345.67,327.06,351.36
351.36,345.35,346.73
346.73,351.63,352.38
352.38,347.38,350.83
350.83,352.54,344.34
344.34,350.51,352.2
352.2,346.37,361.89
361.89,352.22,374.96
374.96,361.91,374.84
374.84,375.1,376.76
376.76,374.79,369.44
369.44,376.85,375.72
375.72,369.6,381.72
381.72,375.01,379.25
379.25,381.31,378.25
378.25,379.25,375.51
375.51,378.05,376.15
376.15,375.49,369.37
369.37,376.45,370.5
370.5,369.67,376.02
376.02,368.37,376.89
376.89,375.35,366.95
366.95,376.9,353.18
353.18,367.57,351.6
351.6,352.92,357.88
357.88,350.85,380.31
380.31,357.84,373.9
373.9,380.56,387.79
387.79,375.2,388.35
388.35,387.41,374.73
374.73,387.88,399.65
399.65,376.13,418.42
418.42,397.82,427.27
427.27,420.74,367.99
367.99,423.56,365.86
365.86,367.69,362.26
362.26,366.92,345.38
345.38,363.26,342.15
342.15,345.49,349.82
349.82,342.42,339.46
339.46,349.29,330.68
330.68,339.49,327.16
327.16,330.49,325.57
325.57,327.55,326.07
326.07,325.89,338.65
338.65,325.75,345.01
345.01,338.32,335.71
335.71,345.31,357.09
357.09,335.59,353.21
353.21,357.62,354.78
354.78,352.99,347.49
347.49,354.7,358.61
358.61,347.27,358.59
