day,open,high,low,close,volume,market_cap
20171030,1.71,1.82,1.69,1.78,"1,515,540","178,539,000"
20171029,1.73,1.81,1.7,1.71,"1,600,250","181,261,000"
20171028,1.81,1.83,1.72,1.73,"877,822","189,057,000"
20171027,1.8,1.84,1.74,1.8,"1,353,430","187,876,000"
20171026,1.81,1.95,1.76,1.79,"1,999,040","189,557,000"
20171025,1.88,1.92,1.75,1.82,"1,537,370","196,494,000"
20171024,1.7,1.97,1.65,1.87,"3,257,940","177,877,000"
20171023,1.76,1.79,1.62,1.7,"1,626,990","184,311,000"
20171022,1.79,1.85,1.72,1.78,"1,364,770","187,671,000"
20171021,1.8,1.82,1.66,1.79,"1,803,770","187,989,000"
20171020,1.94,2.02,1.76,1.76,"2,239,300","203,351,000"
20171019,1.98,2.08,1.9,1.95,"2,116,140","207,425,000"
20171018,1.86,2.01,1.8,1.99,"3,166,310","194,536,000"
20171017,1.93,1.95,1.79,1.85,"1,935,210","202,485,000"
20171016,1.93,1.98,1.81,1.93,"1,765,220","202,249,000"
20171015,1.91,1.99,1.79,1.93,"2,014,170","199,668,000"
20171014,1.96,2,1.84,1.9,"1,953,950","205,649,000"
20171013,2.07,2.07,1.93,1.97,"3,008,780","216,959,000"
20171012,2.19,2.25,2.01,2.07,"3,646,780","229,278,000"
20171011,2.03,2.27,1.98,2.19,"3,066,290","212,143,000"
20171010,1.87,2.06,1.85,2.04,"2,615,710","196,224,000"
20171009,1.87,2.03,1.81,1.88,"3,114,140","196,112,000"
20171008,2.12,2.13,1.84,1.88,"3,127,350","221,967,000"
20171007,2.18,2.19,2.06,2.13,"1,399,150","228,600,000"
20171006,2.13,2.31,2.11,2.19,"1,841,650","222,831,000"
20171005,2.19,2.2,1.95,2.12,"2,960,440","229,425,000"
20171004,2.37,2.38,2.11,2.19,"2,734,090","247,936,000"
20171003,2.42,2.49,2.25,2.36,"2,411,880","252,767,000"
20171002,2.73,2.75,2.41,2.42,"3,960,140","286,130,000"
20171001,2.7,2.8,2.57,2.73,"3,566,410","282,157,000"
20170930,2.5,2.71,2.49,2.69,"2,678,700","262,043,000"
20170929,2.75,2.75,2.35,2.5,"4,474,950","288,115,000"
20170928,3.08,3.11,2.56,2.78,"8,056,480","322,714,000"
20170927,2.5,3.1,2.5,3.09,"9,783,940","261,987,000"
20170926,2.32,2.73,2.29,2.51,"8,809,800","243,071,000"
20170925,2.07,2.45,2.05,2.32,"5,107,580","216,610,000"
20170924,2.09,2.16,2.01,2.06,"2,556,770","218,457,000"
20170923,2.01,2.24,1.95,2.08,"5,925,450","210,564,000"
20170922,1.61,2.41,1.58,2.01,"20,251,500","168,761,000"
20170921,1.87,1.87,1.55,1.61,"3,126,050","195,509,000"
20170920,1.98,2.01,1.8,1.87,"3,408,460","206,955,000"
20170919,2.19,2.2,1.92,1.98,"3,948,150","229,159,000"
20170918,2.06,2.33,2.06,2.18,"3,764,930","215,784,000"
20170917,2.16,2.18,1.93,2.06,"1,812,480","226,442,000"
20170916,2.22,2.27,1.97,2.17,"3,924,690","232,609,000"
20170915,1.73,2.22,1.34,2.22,"7,176,660","180,783,000"
20170914,2.34,2.37,1.73,1.74,"5,434,480","244,994,000"
20170913,2.51,2.54,2.17,2.33,"4,374,450","262,647,000"
20170912,2.56,2.86,2.46,2.53,"6,993,150","268,266,000"
20170911,2.6,2.65,2.48,2.55,"3,785,740","272,602,000"
20170910,2.68,2.72,2.37,2.57,"5,583,990","280,382,000"
20170909,2.76,2.88,2.57,2.67,"5,556,020","288,553,000"
20170908,3.18,3.42,2.55,2.73,"11,828,700","333,047,000"
20170907,2.96,3.21,2.86,3.18,"10,850,500","309,338,000"
20170906,2.93,3.19,2.74,2.97,"13,894,900","306,395,000"
20170905,2.76,3.04,2.29,2.92,"15,330,600","288,672,000"
20170904,3.53,3.53,2.33,2.75,"25,177,900","369,749,000"
20170903,3.62,3.64,3.27,3.53,"13,885,000","378,656,000"
20170902,4,4,3.43,3.6,"17,736,200","419,080,000"
20170901,4.28,4.33,3.9,4,"19,597,000","447,541,000"
20170831,4.34,4.37,4.1,4.27,"18,249,400","453,775,000"
