day,open,high,low,close,volume,market_cap
20171030,0.037647,0.038575,0.036098,0.037637,"2,666,950","130,654,000"
20171029,0.036921,0.038941,0.034615,0.037485,"4,638,100","128,135,000"
20171028,0.03412,0.040257,0.033647,0.036815,"5,564,870","118,413,000"
20171027,0.029697,0.035528,0.029697,0.033832,"4,504,730","103,061,000"
20171026,0.028444,0.029689,0.027967,0.029673,"2,524,840","98,716,000"
20171025,0.026684,0.028417,0.025413,0.028362,"2,677,510","92,605,500"
20171024,0.025219,0.028666,0.024092,0.026817,"2,305,600","87,521,100"
20171023,0.025612,0.026747,0.023301,0.025327,"1,781,260","88,884,800"
20171022,0.025894,0.026583,0.024905,0.025774,"1,432,060","89,863,300"
20171021,0.026775,0.02682,0.024857,0.025799,"1,511,950","92,920,800"
20171020,0.027438,0.027918,0.026446,0.026795,"1,425,160","95,224,700"
20171019,0.028833,0.029112,0.026562,0.027402,"2,075,060","100,063,000"
20171018,0.027116,0.028935,0.025202,0.028819,"1,658,160","94,105,900"
20171017,0.028851,0.02908,0.026917,0.027146,"1,521,100","100,126,000"
20171016,0.029494,0.029789,0.027441,0.028829,"2,145,970","102,358,000"
20171015,0.026445,0.029673,0.024033,0.029382,"1,748,810","91,777,400"
20171014,0.024932,0.027287,0.024622,0.026617,"1,030,100","86,525,100"
20171013,0.026133,0.026884,0.024321,0.024997,"1,702,500","90,693,500"
20171012,0.026496,0.028187,0.025269,0.026112,"2,200,490","91,952,300"
20171011,0.023372,0.0267,0.023293,0.026457,"1,307,350","81,112,200"
20171010,0.022901,0.02886,0.022054,0.023348,"1,741,170","79,477,600"
20171009,0.024785,0.024816,0.02209,0.02297,"1,822,000","86,015,200"
20171008,0.027265,0.027417,0.023576,0.024731,"1,529,830","94,621,600"
20171007,0.028265,0.029151,0.026901,0.027238,"1,041,620","98,091,700"
20171006,0.027366,0.028737,0.027366,0.028313,"1,178,510","94,972,600"
20171005,0.027318,0.027944,0.026278,0.027321,"1,362,430","94,808,200"
20171004,0.027359,0.028062,0.026588,0.027554,"1,452,180","94,950,300"
20171003,0.030258,0.031116,0.026206,0.027222,"1,966,990","105,011,000"
20171002,0.031491,0.031589,0.029114,0.029902,"2,272,790","109,290,000"
20171001,0.030651,0.032855,0.029993,0.031567,"2,076,910","106,372,000"
20170930,0.027612,0.030873,0.027608,0.030619,"1,101,880","95,828,300"
20170929,0.02876,0.029208,0.026319,0.027514,"1,392,230","99,810,600"
20170928,0.029306,0.030202,0.027878,0.028793,"2,452,520","101,707,000"
20170927,0.027341,0.031716,0.027139,0.029112,"6,734,420","94,886,100"
